Region,Nombre,lat,lon,Tipo,Minas Cerca?,Cantidad,Distancia a mina (Km),Densidad poblacional,Tipo de suelo,uso de suelo,Contaminación,Tipo de contaminación
AREQUIPA,Río Colca,-15.52073861,-71.49860016,Río,1,3,16.52,3.113,Natural,,,
AREQUIPA,Río Colca,-15.84920953,-72.38995121,Río,1,3,17.85,0.685,Natural,,,
AREQUIPA,Río Colca,-15.83068238,-72.3285342,Río,1,3,18.02,2.013,Natural,,,
AREQUIPA,Quebrada Pachana,-15.8233267,-72.70675899,Quebrada,1,6,17.97,2.768,Natural,,,
AREQUIPA,Río Capiza,-15.80907581,-72.46417095,Río,1,3,15.98,0.685,Natural,,,
AREQUIPA,Río Colca,-15.79789648,-72.28692593,Río,1,4,18.25,0.685,Natural,,,
AREQUIPA,Río Colca,-15.76547197,-72.26348634,Río,1,5,17.09,1.078,Natural,,,
AREQUIPA,Quebrada Pichillhuay,-15.75383565,-72.30148935,Quebrada,1,5,15.8,0.685,Natural,,,
AREQUIPA,Río Colca,-15.74817317,-72.25194564,Río,1,6,16.15,1.078,Natural,,,
AREQUIPA,Río Llacllajo,-15.74690935,-72.48265581,Río,1,3,15.21,7.318,Natural,,,
AREQUIPA,Río Colca,-15.72471858,-72.23901855,Río,1,6,14.39,0.996,Natural,,,
AREQUIPA,Río Colca,-15.70076605,-72.22571951,Río,1,6,12.87,0.743,Natural,,,
AREQUIPA,Río Llato,-15.68787059,-72.59743947,Río,1,3,17.17,7.001,Natural,,,
AREQUIPA,Quebrada Jollpa,-15.65750071,-72.51553289,Quebrada,1,3,13.75,10.329,Natural,,,
AREQUIPA,Río Tapaza,-15.65452047,-72.49367259,Río,1,3,12.33,1.692,Natural,,,
AREQUIPA,Río Llacllajo,-15.65383998,-72.5522093,Río,1,4,16.9,10.329,Natural,,,
AREQUIPA,Quebrada Tambo,-15.49505203,-72.40722012,Quebrada,1,6,17.33,1.967,Natural,,,
AREQUIPA,Río Andahua,-15.46728343,-72.36655681,Río,1,7,16.41,1.967,Natural,,,
AREQUIPA,Quebrada Collpa Huayco,-15.44859164,-72.62626644,Quebrada,1,2,16.24,0.328,Natural,,,
AREQUIPA,Río de Chorillos,-15.44051166,-72.58703387,Río,1,1,11.69,0.328,Natural,,,
AREQUIPA,Río Atunmayo,-15.39643477,-72.69539768,Río,0,0,,0.328,Natural,,,
AREQUIPA,Río Atunmayo,-15.38855101,-72.68523579,Río,0,0,,0.328,Natural,,,
AREQUIPA,Río Andahua,-15.37460921,-72.39843378,Río,1,11,12.82,5.885,Natural,,,
AREQUIPA,Río Andahua,-15.33688767,-72.46097313,Río,1,12,14.64,2.274,Natural,,,
AREQUIPA,Río Chalahuerta,-15.32569335,-72.67059971,Río,1,1,19.11,0.328,Natural,,,
AREQUIPA,Río Chilcaimarca,-15.28487965,-72.3580825,Río,1,14,8.81,5.885,Natural,,,
AREQUIPA,Río León Huactana,-15.30405715,-72.60080041,Río,1,1,11.58,0.328,Natural,,,
AREQUIPA,Río Umachulco,-15.15918047,-72.40745751,Río,1,11,14.02,2.274,Natural,,,
AREQUIPA,Río Orcopampa,-15.19998618,-72.2722757,Río,1,13,12.67,11.748,Natural,,,
AREQUIPA,Río Misapuquio,-15.09613364,-72.33368971,Río,1,9,17.08,11.748,Natural,,,
AREQUIPA,Río Huarcaya,-15.01459581,-72.71509841,Río,1,4,9.82,1.582,Natural,,,
AREQUIPA,Río Dechincallapa,-14.9271389,-72.71031024,Río,1,5,16.87,2.03,Natural,,,
AREQUIPA,Río de Sumana,-14.9982808,-72.51078435,Río,1,4,15.54,1.582,Natural,,,
AREQUIPA,Río Cushpa,-14.76289064,-72.60005773,Río,1,4,13.45,1.582,Natural,,,
AREQUIPA,Río Aguas Calientes,-14.79271358,-72.73337667,Río,1,2,11.28,2.03,Natural,,,
AREQUIPA,Río Sihuarpo,-15.75818906,-72.53324551,Río,1,3,18.16,7.001,Natural,,,
AREQUIPA,Río Llacllajo,-15.73088173,-72.49911419,Río,1,2,13.61,7.318,Natural,,,
AREQUIPA,Río Llacllajo,-15.72079593,-72.5027587,Río,1,2,13.45,7.318,Natural,,,
AREQUIPA,Río Umachulco,-15.14333747,-72.55882146,Río,1,5,13.92,1.582,Natural,,,
AREQUIPA,Quebrada Huario,-15.68928657,-72.65674163,Quebrada,1,4,14.41,7.001,Natural,,,
AREQUIPA,Río Sihuas,-16.1741038,-72.03068205,Río,1,1,19.12,0.769,Natural,,,
AREQUIPA,Quebrada Aguasalada,-16.17204549,-71.83153395,Quebrada,0,0,,24.055,Natural,,,
AREQUIPA,Quebrada Jahuay,-16.17004934,-72.16526122,Quebrada,1,5,14.87,46.43,Natural,,,
AREQUIPA,Quebrada La Paccha,-16.151738,-71.64468424,Quebrada,0,0,,24.055,Natural,,,
AREQUIPA,Quebrada Caracharma,-16.12647336,-72.09282498,Quebrada,1,5,14.97,46.43,Natural,,,
AREQUIPA,Río Yura,-16.11900262,-71.67581319,Río,0,0,,24.055,Natural,,,
AREQUIPA,Río Sihuas,-16.11681542,-71.96173269,Río,0,0,,3.173,Natural,,,
AREQUIPA,Quebrada Chorrillos,-16.07984911,-72.18160699,Quebrada,1,6,7.21,0.769,Natural,,,
AREQUIPA,Quebrada La Paccha,-16.06606581,-71.53685437,Quebrada,0,0,,24.055,Natural,,,
AREQUIPA,Río Lihualla,-16.0243011,-71.80384001,Río,0,0,,3.173,Natural,,,
AREQUIPA,Río Ocoruro,-15.99277609,-71.58439327,Río,0,0,,24.055,Natural,,,
AREQUIPA,Río Acomayo,-15.98319499,-71.65052829,Río,0,0,,2.729,Natural,,,
AREQUIPA,Río Pichirijma,-15.96850729,-71.87710069,Río,0,0,,0.769,Natural,,,
AREQUIPA,Río Lluta,-15.95550985,-71.97679521,Río,1,1,17.15,0.769,Natural,,,
AREQUIPA,Río Chipana,-15.91949244,-71.68894224,Río,0,0,,2.729,Natural,,,
AREQUIPA,Quebrada Gloriahuasi,-15.87716276,-72.24944594,Quebrada,1,5,15.72,1.078,Natural,,,
AREQUIPA,Río Aycata,-15.85064049,-71.57831646,Río,1,1,18.68,2.345,Natural,,,
AREQUIPA,Quebrada Jasmín,-15.8404948,-72.17828069,Quebrada,1,2,11.89,1.078,Natural,,,
AREQUIPA,Río Sallalli,-15.82812448,-71.78529694,Río,1,1,18.96,3.552,Natural,,,
AREQUIPA,Río Parcomayo,-15.8125275,-71.73777052,Río,1,1,14.43,2.729,Natural,,,
AREQUIPA,Río Huambo,-15.7651744,-72.10395362,Río,1,4,15.83,1.078,Natural,,,
AREQUIPA,Río 13478,-15.66222078,-72.02708588,Río,1,3,11.62,5.32,Natural,,,
AREQUIPA,Río Colca,-15.65479929,-72.1581738,Río,1,6,9.42,0.743,Natural,,,
AREQUIPA,Río Colca,-15.63553898,-71.7569866,Río,1,3,14.58,2.73,Natural,,,
AREQUIPA,Río Mamacocha,-15.6155202,-72.25389188,Río,1,7,10.1,0.996,Natural,,,
AREQUIPA,Río Colca,-15.60702224,-72.07984613,Río,1,9,13.38,5.32,Natural,,,
AREQUIPA,Río Ayo,-15.59857483,-72.26683198,Río,1,7,10.44,0.996,Natural,,,
AREQUIPA,Río Colca,-15.5849063,-72.03511806,Río,1,8,13.74,5.32,Natural,,,
AREQUIPA,Río Chalza,-15.52194396,-72.12936706,Río,1,13,11.79,0.743,Natural,,,
AREQUIPA,Río Molloco,-15.48705921,-71.99928105,Río,1,7,12.45,0.743,Natural,,,
AREQUIPA,Quebrada Esbilla,-15.97242733,-72.920287,Quebrada,1,16,15.26,0.824,Natural,,,
AREQUIPA,Quebrada Chiliguay,-15.97038902,-73.05163597,Quebrada,1,21,11.83,6.701,Natural,,,
AREQUIPA,Quebrada Choruna,-15.93052421,-73.10539859,Quebrada,1,23,10.09,6.701,Natural,,,
AREQUIPA,Quebrada Choruna,-15.91903233,-73.06694192,Quebrada,1,25,10.6,6.701,Natural,,,
AREQUIPA,Quebrada Choruna,-15.89875914,-73.03723238,Quebrada,1,28,11.52,6.701,Natural,,,
AREQUIPA,Río Ocoña,-15.88496201,-73.11717695,Río,1,23,10.19,6.701,Natural,,,
AREQUIPA,Quebrada Pescadores,-15.86198382,-73.31698922,Quebrada,1,14,13.67,6.373,Natural,,,
AREQUIPA,Río Ocoña,-15.83814729,-73.09432993,Río,1,25,12.41,3.681,Natural,,,
AREQUIPA,Quebrada Churunga,-15.8355723,-72.93074785,Quebrada,1,23,11.12,0.824,Natural,,,
AREQUIPA,Quebrada Chalhuane,-15.79337213,-72.82161098,Quebrada,1,15,12.09,0.824,Natural,,,
AREQUIPA,Quebrada Ayanca,-15.78357475,-73.19069779,Quebrada,1,15,15.22,6.701,Natural,,,
AREQUIPA,Quebrada Chiuca,-15.75700442,-72.95401518,Quebrada,1,21,11.64,3.681,Natural,,,
AREQUIPA,Quebrada 13628,-15.66443907,-72.84145334,Quebrada,1,16,13.68,3.681,Natural,,,
AREQUIPA,Quebrada Uchucoyoj,-15.64711489,-73.00160966,Quebrada,1,11,12.03,3.681,Natural,,,
AREQUIPA,Quebrada Piñog,-15.64539023,-72.81053472,Quebrada,1,11,12.52,0.824,Natural,,,
AREQUIPA,Río Ocoña,-15.623774,-73.07710468,Río,1,7,12.54,3.681,Natural,,,
AREQUIPA,Quebrada 13652,-15.59084176,-73.10881212,Quebrada,1,4,10.89,3.681,Natural,,,
AREQUIPA,Río Ocoña,-15.58930152,-73.09442302,Río,1,5,11.95,3.681,Natural,,,
AREQUIPA,Quebrada 13654,-15.58482728,-73.11620926,Quebrada,1,4,11.36,3.681,Natural,,,
AREQUIPA,Río Ocoña,-15.57959032,-73.10460252,Río,1,4,10.96,3.681,Natural,,,
AREQUIPA,Río Ocoña,-15.57432691,-73.11347813,Río,1,4,11.52,1.732,Natural,,,
AREQUIPA,Río Chichas,-15.55752296,-73.0482721,Río,1,5,11.31,1.732,Natural,,,
AREQUIPA,Río Marán,-15.52414918,-73.19153898,Río,1,6,15.5,0.958,Natural,,,
AREQUIPA,Río Arma,-15.50000006,-72.82572641,Río,1,3,13.25,0.328,Natural,,,
AREQUIPA,Río Jellamayo,-15.48561743,-72.95312439,Río,1,4,17.54,1.732,Natural,,,
AREQUIPA,Quebrada Challhuamayo,-15.429467,-73.34327962,Quebrada,1,5,8.89,0.661,Natural,,,
AREQUIPA,Río Marán,-15.42400033,-73.25368144,Río,1,6,11.48,0.661,Natural,,,
AREQUIPA,Quebrada Mollisniyocc,-15.40732928,-73.17467866,Quebrada,1,6,13.13,1.237,Natural,,,
AREQUIPA,Río Cotahuasi,-15.38236236,-73.07774735,Río,1,3,8.92,0.958,Natural,,,
AREQUIPA,Quebrada Masma,-15.34123716,-73.2484552,Quebrada,1,8,13.15,4.194,Natural,,,
AREQUIPA,Río Ocoña,-15.9655485,-73.15071145,Río,1,20,10.68,6.701,Natural,,,
AREQUIPA,Quebrada Saca de Posco,-15.94140053,-73.2057052,Quebrada,1,17,10.68,16.052,Natural,,,
AREQUIPA,Río Ocoña,-15.79957882,-73.0816875,Río,1,23,14.07,3.681,Natural,,,
AREQUIPA,Río Ocoña,-15.7061926,-73.08120649,Río,1,12,15.39,3.681,Natural,,,
AREQUIPA,Quebrada Laigua,-15.6981657,-73.16252568,Quebrada,1,7,17.18,3.681,Natural,,,
AREQUIPA,Río Huarcaya,-15.14900582,-72.81254683,Río,1,6,13.17,2.03,Natural,,,
AREQUIPA,Río Pampamarca,-14.99055968,-72.92174325,Río,1,6,10.02,1.47,Natural,,,
AREQUIPA,Río Jarhuayoc,-14.89335828,-72.80151819,Río,1,5,15.6,2.03,Natural,,,
AREQUIPA,Río Maqueruyo,-15.19050628,-71.26928255,Río,0,0,,1.237,Natural,,,
AREQUIPA,Río Chalhuanca,-15.11797697,-71.45513092,Río,0,0,,1.237,Natural,,,
AREQUIPA,Río Sillque,-15.35147958,-72.08019974,Río,1,8,12.39,0.743,Natural,,,
AREQUIPA,Río Molloco,-15.32401971,-71.97812961,Río,1,4,19.39,2.217,Natural,,,
AREQUIPA,Río Huaytamayo,-15.27265196,-72.13539082,Río,1,9,15,1.395,Natural,,,
AREQUIPA,Río Molloco,-15.25971941,-72.04469165,Río,1,3,18.61,0.743,Natural,,,
AREQUIPA,Río Ajaña,-15.20809591,-71.99661373,Río,1,6,16.83,0.743,Natural,,,
AREQUIPA,Río Illigua,-15.2036747,-72.0704512,Río,1,3,15.9,1.395,Natural,,,
AREQUIPA,Río Apurímac,-15.17297794,-71.69204468,Río,1,8,16.2,2.99,Natural,,,
AREQUIPA,Río Llactatuyo,-15.1193741,-71.95894675,Río,1,7,13.89,1.395,Natural,,,
AREQUIPA,Río Canllayocmayo,-15.06753866,-72.10211312,Río,1,3,12.86,1.395,Natural,,,
AYACUCHO,Quebrada de Chala,-15.59777822,-74.05797071,Quebrada,1,14,12.3,4.832,Natural,,,
AYACUCHO,Quebrada Acaville,-15.3709164,-74.17818227,Quebrada,1,9,13.16,4.832,Natural,,,
AYACUCHO,Quebrada Ullacha Grande,-15.37013635,-73.54820848,Quebrada,1,1,14.19,3.154,Natural,,,
AYACUCHO,Quebrada Calera,-15.35211165,-73.61826849,Quebrada,0,0,,3.154,Natural,,,
AYACUCHO,Quebrada Angostura,-15.32626073,-73.56548459,Quebrada,1,1,19.38,3.154,Natural,,,
AYACUCHO,Río Pochjoya,-15.29449489,-73.55342024,Río,0,0,,3.154,Natural,,,
AYACUCHO,Río Lampalla,-15.28433653,-74.29380702,Río,1,9,10.27,3.182,Natural,,,
AYACUCHO,Río Pongomayo,-15.24522869,-73.62283951,Río,1,1,19.38,3.154,Natural,,,
AYACUCHO,Río Tampa,-15.22876491,-73.81487806,Río,1,1,12.84,4.832,Natural,,,
AYACUCHO,Río Lampalla,-15.1990997,-74.04023788,Río,1,1,19.45,4.832,Natural,,,
AYACUCHO,Río Tambillos,-15.18356661,-73.54462182,Río,1,1,17.69,3.154,Natural,,,
AYACUCHO,Río Saigua,-15.16158886,-73.61050031,Río,1,1,11.23,3.154,Natural,,,
AYACUCHO,Río Vado,-15.14432156,-73.55078109,Río,1,1,14.52,6.203,Natural,,,
AYACUCHO,Quebrada Quisuar,-15.11487409,-73.50124306,Quebrada,1,2,18.69,6.203,Natural,,,
AYACUCHO,Quebrada Languire,-15.11224323,-74.23095159,Quebrada,1,1,5.06,3.182,Natural,,,
AYACUCHO,Río Vado,-15.09443493,-73.54655559,Río,1,1,12.99,5.164,Natural,,,
AYACUCHO,Río Paralmayoc,-15.05398036,-74.07481448,Río,1,2,18.03,3.182,Natural,,,
AYACUCHO,Río Breamayo,-15.034605,-73.64907851,Río,1,1,4.95,9.149,Natural,,,
AYACUCHO,Río Chuspiri,-14.95890637,-73.5925842,Río,1,1,15.22,9.149,Natural,,,
AYACUCHO,Río Acarí,-14.94766799,-74.23009582,Río,1,1,19.63,3.306,Natural,,,
AYACUCHO,Río Pacchichaca,-14.94563911,-73.51312385,Río,0,0,,1.852,Natural,,,
AYACUCHO,Quebrada Marainiyoj,-14.93510159,-74.34513477,Quebrada,1,3,16.7,1.343,Natural,,,
AYACUCHO,Río Sangarara,-14.92158583,-73.84055985,Río,1,5,12.32,9.149,Natural,,,
AYACUCHO,Río Marán,-15.38902623,-73.28057211,Río,1,7,11.95,12.914,Natural,,,
AYACUCHO,Río Marán,-15.32305974,-73.28161419,Río,1,7,12.55,12.914,Natural,,,
AYACUCHO,Río Huacsapallcca,-14.81617088,-73.65268826,Río,1,1,12.65,1.852,Natural,,,
AYACUCHO,Río Acarí,-14.71456894,-73.9892425,Río,1,13,9.62,17.65,Natural,,,
AYACUCHO,Río Horay Homa,-14.71168649,-73.57673182,Río,1,1,17.01,9.149,Natural,,,
AYACUCHO,Río San José,-14.6494744,-74.22744228,Río,1,6,12.26,1.984,Natural,,,
AYACUCHO,Quebrada Ingenio,-14.56280245,-74.85562418,Quebrada,1,21,13.75,2.201,Natural,,,
AYACUCHO,Río Pallpo,-14.49982157,-74.37807152,Río,1,3,13.22,1.984,Natural,,,
AYACUCHO,Río Vizcas,-14.40870098,-74.94993655,Río,1,13,15.77,2.286,Natural,,,
AYACUCHO,Río Iruro,-14.40029351,-74.27352725,Río,1,2,17.21,1.984,Natural,,,
AYACUCHO,Río Sondondo,-14.34489507,-73.89676705,Río,1,4,13.52,1.824,Natural,,,
AYACUCHO,Río Chicha,-14.15505927,-73.56931226,Río,1,2,17.79,2.345,Natural,,,
AYACUCHO,Río Caracha,-14.01972466,-74.45679533,Río,1,1,14.29,2.312,Natural,,,
AYACUCHO,Río Pampas,-13.84581775,-73.80294006,Río,1,2,7.35,7.324,Natural,,,
AYACUCHO,Río Pampas,-13.72252698,-73.99967383,Río,1,1,9.48,14.466,Natural,,,
AYACUCHO,Río Pampas,-13.5732566,-74.68379694,Río,1,1,13.46,5.192,Natural,,,
AYACUCHO,Río Grande,-14.12748929,-75.05501663,Río,1,8,13.89,4.27,Natural,,,
AYACUCHO,Río Huancahuanca,-15.26603907,-73.301361,Río,1,7,13.84,1.491,Natural,,,
AYACUCHO,Río Mirmaca,-15.23347401,-73.43118057,Río,1,3,15.45,4.54,Natural,,,
AYACUCHO,Río Huancahuanca,-15.07859869,-73.33189622,Río,1,6,14.5,2.502,Natural,,,
AYACUCHO,Río Oyolo,-15.0544591,-73.14618715,Río,1,4,16.63,2.028,Natural,,,
AYACUCHO,Río Calpamayo,-14.88471602,-73.41078781,Río,1,3,19.01,1.836,Natural,,,
AYACUCHO,Río Calpamayo,-14.85752545,-73.4471989,Río,0,0,,1.852,Natural,,,
AYACUCHO,Río Calpamayo,-14.83196555,-73.49704826,Río,0,0,,1.852,Natural,,,
AYACUCHO,Río Pallancata,-14.78927312,-73.13289278,Río,1,6,12.81,1.836,Natural,,,
AYACUCHO,Río Pampas,-13.38292922,-73.5096364,Río,0,0,,1.728,Natural,,,
AYACUCHO,Río Apurímac,-12.97484128,-73.51084086,Río,0,0,,7.113,Natural,,,
AYACUCHO,Río Huarpa,-13.19423742,-74.38313907,Río,1,1,7.89,22.703,Natural,,,
AYACUCHO,Río Chunchubamba,-12.97135055,-73.65760179,Río,0,0,,14.441,Natural,,,
AYACUCHO,Río Piene,-12.73545849,-73.96914651,Río,1,1,18.27,12.148,Natural,,,
AYACUCHO,Río Chuimacota,-12.49305703,-74.0840267,Río,0,0,,12.148,Natural,,,
AYACUCHO,Río Mantaro,-12.3751409,-74.54842947,Río,1,2,17.83,3.061,Natural,,,
AYACUCHO,Río Apurímac,-12.3329697,-73.9669076,Río,0,0,,16.978,Natural,,,
AYACUCHO,Río Torobamba,-13.02119257,-73.96984941,Río,1,1,17.78,30.881,Natural,,,
CAJAMARCA,Quebrada Chausis,-7.343855594,-79.05949433,Quebrada,1,3,9.44,4.77,Natural,,,
CAJAMARCA,Río Jequetepeque,-7.219438725,-79.0537375,Río,1,5,12.68,11.868,Natural,,,
CAJAMARCA,Río Jequetepeque,-7.191679168,-78.96536164,Río,1,7,12.45,11.868,Natural,,,
CAJAMARCA,Río Loco de Chamán,-7.135286266,-79.23344716,Río,0,0,,6.788,Natural,,,
CAJAMARCA,Río San José,-7.123548314,-79.11617301,Río,1,2,14.3,6.788,Natural,,,
CAJAMARCA,Río Pallac,-7.079910217,-79.01485156,Río,1,2,8.44,16.728,Natural,,,
CAJAMARCA,Quebrada San Gregorio,-7.072361115,-79.14187645,Quebrada,1,1,15.54,6.788,Natural,,,
CAJAMARCA,Quebrada Perol,-7.057038734,-79.27687261,Quebrada,0,0,,3.606,Natural,,,
CAJAMARCA,Río De Nanchoc,-6.964463721,-79.24157776,Río,0,0,,3.606,Natural,,,
CAJAMARCA,Río Las Argollas,-6.929107151,-79.05741431,Río,1,3,14.8,18.507,Natural,,,
CAJAMARCA,Río Zaña,-6.920275105,-79.00090655,Río,1,4,11.51,12.058,Natural,,,
CAJAMARCA,Río Zaña,-6.861737905,-79.14748231,Río,1,1,19.88,36.489,Natural,,,
CAJAMARCA,Quebrada La Cárcel,-6.808125359,-79.10625176,Quebrada,1,3,17.1,16.714,Natural,,,
CAJAMARCA,Río Chancay,-6.640740896,-79.32931825,Río,1,3,17.82,14.822,Natural,,,
CAJAMARCA,Río Chancay,-6.632995125,-79.13205755,Río,1,1,6.03,14.822,Natural,,,
CAJAMARCA,Quebrada Magin,-6.560834454,-79.30209824,Quebrada,0,0,,4.537,Natural,,,
CAJAMARCA,Río Maichil,-6.508254151,-79.17503832,Río,1,2,17.51,14.822,Natural,,,
CAJAMARCA,Río Chamaya,-5.668709861,-79.38271116,Río,1,2,9.39,20.554,Natural,,,
CAJAMARCA,Río Chinchipe,-5.15548637,-78.92007445,Río,1,2,16.92,113.286,Natural,,,
CAJAMARCA,Río Jequetepeque,-7.243907128,-79.15123029,Río,1,2,16.35,11.868,Natural,,,
CAJAMARCA,Río Chuquillanqui,-7.513855063,-78.45267232,Río,1,3,12.27,12.26,Natural,,,
CAJAMARCA,Río Santanero,-7.490180728,-78.89816264,Río,1,1,18.54,7.138,Natural,,,
CAJAMARCA,Río Contumaza,-7.32374771,-78.86747005,Río,1,5,10.97,14.943,Natural,,,
CAJAMARCA,Río Crisnejas,-7.315451926,-78.24018984,Río,1,1,13.19,88.851,Natural,,,
CAJAMARCA,Río Chilete,-7.244533805,-78.68654334,Río,1,3,17.18,23.477,Natural,,,
CAJAMARCA,Río Chilete,-7.216621004,-78.91319955,Río,1,7,12.06,26.788,Natural,,,
CAJAMARCA,Río Cañad,-6.734332359,-78.90295474,Río,1,5,15.34,22.362,Natural,,,
CAJAMARCA,Río Chancay,-6.696766029,-78.82295008,Río,1,6,17.68,14.186,Natural,,,
CAJAMARCA,Río Marañón,-6.493427613,-78.17391207,Río,0,0,,12.352,Natural,,,
CAJAMARCA,Río Chicama,-7.64189902,-78.95142207,Río,0,0,,7.138,Natural,,,
CAJAMARCA,Río Chilete,-7.314112555,-78.41746172,Río,1,1,9.54,55.236,Natural,,,
CAJAMARCA,Río San Miguel,-7.015646703,-78.74418199,Río,1,6,13.56,14.914,Natural,,,
CAJAMARCA,Río Marañón,-7.409221384,-77.7850016,Río,1,1,7.7,14.586,Natural,,,
CAJAMARCA,Río Marañón,-5.528854288,-78.55186976,Río,1,1,12.44,18.367,Natural,,,
CUSCO,Río Negrillo,-15.32671028,-71.02877988,Río,0,0,,1.555,Natural,,,
CUSCO,Río Vilcanota,-13.20108278,-72.45234307,Río,0,0,,16.337,Natural,,,
CUSCO,Río  Sacsara,-13.27796084,-72.6448671,Río,0,0,,5.138,Natural,,,
CUSCO,Río Urubamba,-11.93454605,-72.92999936,Río,0,0,,0.806,Natural,,,
CUSCO,Río Urubamba,-11.4509063,-73.05402733,Río,0,0,,0.806,Natural,,,
CUSCO,Río Apurímac,-13.27282544,-73.34965623,Río,0,0,,6.553,Natural,,,
CUSCO,Río Río Pampaconas,-13.1346558,-73.24539224,Río,0,0,,5.451,Natural,,,
CUSCO,Río Urubamba,-12.61964919,-72.81825541,Río,0,0,,2.511,Natural,,,
CUSCO,Río Picha,-12.03268268,-73.21229064,Río,0,0,,0.806,Natural,,,
CUSCO,Río Vilcanota,-12.77833718,-72.61303583,Río,1,1,7.7,2.511,Natural,,,
CUSCO,Río Vilcabamba,-13.04445126,-72.85134511,Río,1,5,18.19,4.176,Natural,,,
CUSCO,Río Cushireni,-12.92266889,-73.17248433,Río,0,0,,4.176,Natural,,,
CUSCO,Río Cumpirusiato,-12.74372053,-73.36591382,Río,0,0,,1.965,Natural,,,
CUSCO,Río Vilcanota,-13.05795842,-72.62527173,Río,0,0,,10.124,Natural,,,
CUSCO,Río Urubamba,-12.63651865,-73.07512354,Río,0,0,,2.511,Natural,,,
CUSCO,Río Urubamba,-12.48605395,-72.99079042,Río,0,0,,2.511,Natural,,,
CUSCO,Río Apurímac,-12.66859992,-73.70824046,Río,0,0,,26.545,Natural,,,
CUSCO,Río Apurímac,-12.47392981,-73.86199708,Río,0,0,,46.862,Natural,,,
CUSCO,Río Apurímac,-14.37563205,-71.49587871,Río,1,2,17.06,17.097,Natural,,,
CUSCO,Río Salcca,-14.04222362,-70.99937818,Río,0,0,,5.626,Natural,,,
CUSCO,Río Salado,-14.93829061,-71.19209088,Río,1,3,11.06,2.466,Natural,,,
CUSCO,Río Vilcanota,-14.33753805,-71.27102682,Río,1,1,19.37,11.764,Natural,,,
CUSCO,Río Vilcanota,-14.06008889,-71.447392,Río,1,1,18.46,5.626,Natural,,,
CUSCO,Río Apurímac,-14.73072387,-71.46445903,Río,1,4,13.28,54.539,Natural,,,
CUSCO,Río Apurímac,-14.84660695,-71.49451312,Río,1,6,10.03,5.746,Natural,,,
CUSCO,Quebrada Tarucuyo,-14.89308626,-71.74188104,Río,0,0,,5.746,Natural,,,
CUSCO,Río Velille,-14.47487921,-71.90314877,Río,1,8,12.98,14.972,Natural,,,
CUSCO,Río Santo Tomás,-14.32580882,-72.10125914,Río,1,9,14.69,16.075,Natural,,,
CUSCO,Río Apurímac,-13.76881196,-72.01658332,Río,0,0,,9.201,Natural,,,
CUSCO,Río Vilcanota,-13.54420413,-71.737397,Río,1,1,9.62,48.67,Natural,,,
CUSCO,Río Yavero,-12.90851366,-71.90639469,Río,1,2,11.08,4.702,Natural,,,
CUSCO,Río Huarocondo,-13.45962382,-72.14248734,Río,1,1,9.19,142.203,Natural,,,
CUSCO,Río Yanatile,-12.81188152,-72.1612517,Río,1,2,12.12,4.702,Natural,,,
CUSCO,Río Oquero,-14.77250666,-71.6811415,Río,1,3,16.86,5.746,Natural,,,
CUSCO,Río Livitaca,-14.34964688,-71.65881555,Río,1,8,13.66,13.426,Natural,,,
CUSCO,Río Pitumarca,-13.92623559,-71.27045506,Río,0,0,,7.978,Natural,,,
CUSCO,Río Apurímac,-13.91735723,-71.7804134,Río,1,1,14.09,13.441,Natural,,,
CUSCO,Río Araza,-13.30601704,-70.80692676,Río,1,9,13.55,0.893,Natural,,,
HUANCAVELICA,Río Huaytara,-13.60567705,-75.40847636,Río,1,3,6.09,2.445,Natural,,,
HUANCAVELICA,Río San Juan,-13.36352644,-75.74805249,Río,1,1,18.95,1.846,Natural,,,
HUANCAVELICA,Río Pisco,-13.30729807,-75.40073981,Río,1,2,12.22,5.544,Natural,,,
HUANCAVELICA,Río Huachos,-13.13161031,-75.51464567,Río,0,0,,3.467,Natural,,,
HUANCAVELICA,Río San Juan,-13.08406793,-75.657163,Río,1,3,13.91,9.599,Natural,,,
HUANCAVELICA,Río Santiago,-13.80560353,-75.21430488,Río,1,1,19.88,1.262,Natural,,,
HUANCAVELICA,Río Tambo,-13.63474178,-75.22231882,Río,1,1,14.53,3.563,Natural,,,
HUANCAVELICA,Río San Juan,-12.97123737,-75.44476584,Río,1,2,16.58,3.525,Natural,,,
HUANCAVELICA,Río Colcabamba,-12.89826897,-75.52964988,Río,0,0,,2.238,Natural,,,
HUANCAVELICA,Río Santuario,-13.31819833,-75.32139741,Río,1,4,15.6,3.673,Natural,,,
HUANCAVELICA,Río Santa Ana,-13.07147648,-75.15195965,Río,1,8,16.33,1.169,Natural,,,
HUANCAVELICA,Quebrada Incachaca,-12.9680815,-75.23789484,Quebrada,1,3,7.2,3.673,Natural,,,
HUANCAVELICA,Río Ichu,-12.7785686,-74.91928207,Río,1,5,10.02,78.765,Natural,,,
HUANCAVELICA,Río Vilca,-12.67644166,-75.21858465,Río,1,1,17.7,2.023,Natural,,,
HUANCAVELICA,Río Mantaro,-12.63660978,-74.64162969,Río,1,3,11.54,23.782,Natural,,,
HUANCAVELICA,Río Mantaro,-12.45032683,-75.021775,Río,1,3,10.07,17.405,Natural,,,
HUANCAVELICA,Río Pisco,-13.10596578,-75.311959,Río,1,5,14.94,3.673,Natural,,,
